Age,Gender,BAC,speeding5MPH,speeding10MPH,Fatality
60,F,0.08199999999999999,0,0,0
67,M,0.06,1,1,1
24,F,0.044000000000000004,1,0,0
89,F,0.031,0,0,0
84,M,0.035,0,0,1
80,M,0.0,0,0,1
28,F,0.044000000000000004,1,0,0
30,M,0.013999999999999999,0,0,1
40,M,0.017,1,0,1
15,M,0.09,0,0,0
31,F,0.062,1,0,0
58,M,0.065,0,0,1
65,M,0.036000000000000004,1,0,1
69,F,0.111,0,0,0
71,F,0.077,1,1,0
48,F,0.084,0,0,0
35,M,0.038,0,0,1
66,F,0.019,1,0,0
24,M,0.06,1,1,1
57,F,0.08900000000000001,0,0,0
48,M,0.0,0,0,1
88,M,0.128,1,1,0
51,F,0.13,1,1,0
51,F,0.064,0,0,0
90,M,0.11599999999999999,0,0,0
25,M,0.0,0,0,1
52,F,0.025,1,1,0
73,F,0.069,1,1,0
58,M,0.0,0,0,1
69,F,0.022000000000000002,0,0,0
80,F,0.004,1,0,0
43,F,0.004,0,0,0
16,F,0.025,0,0,0
52,M,0.035,1,1,1
41,M,0.0,0,0,1
37,F,0.021,0,0,0
29,F,0.10400000000000001,0,0,0
86,F,0.07400000000000001,0,0,0
54,F,0.016,1,0,0
34,M,0.09699999999999999,0,0,0
77,M,0.031,1,0,1
65,F,0.049,1,0,0
41,M,0.0,0,0,1
24,M,0.001,1,0,1
32,F,0.081,0,0,0
27,M,0.0,1,1,1
29,M,0.032,0,0,1
31,F,0.02,0,0,0
71,M,0.129,1,1,0
18,M,0.0,0,0,1
67,M,0.043,0,0,1
42,F,0.078,1,0,0
55,M,0.019,0,0,1
61,M,0.057,0,0,1
51,F,0.086,1,0,0
35,M,0.1,1,1,0
64,M,0.006,1,0,1
51,F,0.0,0,0,0
78,F,0.033,0,0,0
35,M,0.057999999999999996,0,0,1
34,M,0.044000000000000004,0,0,1
33,M,0.0,0,0,1
59,M,0.031,1,1,1
83,M,0.07400000000000001,1,0,1
53,M,0.08,0,0,0
42,M,0.062,1,0,1
67,F,0.129,0,0,0
53,M,0.037000000000000005,1,1,1
31,M,0.07400000000000001,0,0,1
27,M,0.027999999999999997,0,0,1
44,F,0.03,0,0,0
44,M,0.055,1,1,1
19,M,0.111,0,0,0
20,F,0.034,0,0,0
53,M,0.047,0,0,1
76,M,0.053,0,0,1
39,M,0.124,0,0,0
70,F,0.0,0,0,0
51,F,0.037000000000000005,0,0,0
45,F,0.076,1,0,0
59,F,0.028999999999999998,0,0,0
43,M,0.046,0,0,1
31,F,0.084,1,1,0
47,F,0.037000000000000005,0,0,0
20,M,0.085,0,0,0
33,M,0.035,0,0,1
45,F,0.0,0,0,0
22,M,0.059000000000000004,1,1,1
67,F,0.032,1,1,0
68,F,0.087,1,0,0
15,M,0.09300000000000001,1,1,0
75,M,0.043,1,1,1
78,F,0.047,0,0,0
51,F,0.0,1,0,0
18,M,0.07200000000000001,0,0,1
23,M,0.043,0,0,1
87,F,0.085,0,0,0
86,M,0.15,1,1,0
38,F,0.08800000000000001,1,1,0
81,F,0.031,0,0,0
42,F,0.021,1,1,0
26,M,0.054000000000000006,1,0,1
47,M,0.036000000000000004,0,0,1
67,F,0.024,1,1,0
86,M,0.043,1,0,1
35,F,0.03,1,1,0
60,F,0.079,1,1,0
22,M,0.094,1,0,0
41,M,0.009000000000000001,1,0,1
58,M,0.0,1,0,1
69,F,0.049,0,0,0
31,M,0.012,0,0,1
79,M,0.0,1,0,1
47,F,0.027000000000000003,1,1,0
48,F,0.013000000000000001,1,0,0
74,F,0.065,0,0,0
19,F,0.121,1,0,0
91,F,0.013000000000000001,0,0,0
25,M,0.08,1,1,0
84,F,0.003,0,0,0
65,M,0.018000000000000002,0,0,1
57,M,0.051,0,0,1
62,F,0.0,1,0,0
84,F,0.065,0,0,0
23,M,0.057,1,0,1
52,M,0.059000000000000004,0,0,1
58,F,0.113,0,0,0
35,F,0.045,1,0,0
37,F,0.085,0,0,0
66,F,0.0,0,0,0
72,M,0.035,1,0,1
63,M,0.035,0,0,1
42,M,0.064,0,0,1
19,M,0.077,1,0,1
56,F,0.099,0,0,0
52,M,0.107,0,0,0
66,F,0.013999999999999999,1,0,0
82,F,0.063,0,0,0
45,M,0.017,1,0,1
67,F,0.033,1,1,0
55,F,0.075,1,1,0
72,F,0.0,0,0,0
36,F,0.092,0,0,0
89,F,0.09300000000000001,1,1,0
25,F,0.047,0,0,0
37,F,0.0,1,1,0
74,M,0.07,1,0,1
40,M,0.0,1,0,1
24,M,0.024,1,0,1
75,M,0.057,1,0,1
54,M,0.026000000000000002,0,0,1
24,F,0.10300000000000001,0,0,0
52,F,0.001,1,0,0
59,F,0.023,0,0,0
83,M,0.055,0,0,1
34,F,0.036000000000000004,1,0,0
51,M,0.049,0,0,1
16,M,0.0,1,1,1
24,F,0.01,1,0,0
33,M,0.028999999999999998,0,0,1
32,F,0.0,1,1,0
61,M,0.062,1,1,1
38,M,0.08199999999999999,1,1,0
62,F,0.0,1,1,0
32,F,0.0,1,1,0
17,M,0.141,1,1,0
67,M,0.051,1,0,1
39,F,0.069,0,0,0
55,F,0.11800000000000001,0,0,0
62,F,0.008,0,0,0
78,F,0.0,1,1,0
32,F,0.051,0,0,0
57,M,0.040999999999999995,1,0,1
60,M,0.027000000000000003,1,0,1
73,F,0.09699999999999999,0,0,0
20,M,0.057999999999999996,0,0,1
59,M,0.08900000000000001,0,0,0
31,M,0.03,0,0,1
78,M,0.06,0,0,1
65,M,0.114,1,0,0
15,F,0.0,1,1,0
52,F,0.071,1,0,0
70,F,0.111,0,0,0
86,M,0.042,1,1,1
74,F,0.061,1,1,0
31,M,0.048,0,0,1
83,F,0.05,0,0,0
33,F,0.06,0,0,0
74,M,0.0,0,0,1
60,F,0.085,0,0,0
18,M,0.0,1,0,1
83,F,0.0,0,0,0
52,F,0.040999999999999995,0,0,0
80,F,0.015,1,1,0
83,F,0.095,0,0,0
75,F,0.121,1,1,0
54,F,0.064,1,1,0
49,M,0.15,0,0,0
53,F,0.053,1,1,0
24,M,0.044000000000000004,1,1,1
26,M,0.0,0,0,1
83,F,0.013999999999999999,0,0,0
15,F,0.04,1,0,0
74,F,0.0,1,1,0
49,F,0.040999999999999995,0,0,0
29,F,0.024,1,1,0
17,M,0.109,1,0,0
47,M,0.08199999999999999,1,1,0
75,F,0.048,1,0,0
18,M,0.0,1,0,1
28,M,0.0,0,0,1
85,M,0.068,1,0,1
72,F,0.0,1,1,0
38,F,0.0,0,0,0
17,M,0.09,0,0,0
68,M,0.054000000000000006,1,1,1
57,F,0.034,1,1,0
23,F,0.006,1,1,0
73,M,0.0,0,0,1
73,F,0.07200000000000001,0,0,0
21,M,0.096,0,0,0
74,M,0.05,0,0,1
91,F,0.0,1,1,0
23,M,0.040999999999999995,0,0,1
27,F,0.036000000000000004,1,1,0
59,F,0.04,0,0,0
39,F,0.059000000000000004,1,1,0
27,F,0.078,0,0,0
66,F,0.084,0,0,0
36,F,0.061,0,0,0
29,F,0.016,1,0,0
64,M,0.03,0,0,1
72,F,0.0,1,0,0
30,M,0.02,1,0,1
38,F,0.071,1,1,0
52,F,0.054000000000000006,0,0,0
66,F,0.057999999999999996,0,0,0
69,M,0.04,0,0,1
85,F,0.10099999999999999,0,0,0
52,F,0.062,0,0,0
45,F,0.091,0,0,0
38,M,0.083,0,0,0
49,F,0.0,0,0,0
17,F,0.096,1,0,0
78,F,0.075,0,0,0
58,F,0.01,1,1,0
18,F,0.022000000000000002,0,0,0
31,F,0.0,0,0,0
17,M,0.046,0,0,1
65,M,0.0,0,0,1
25,M,0.1,1,0,0
27,F,0.021,1,0,0
36,F,0.044000000000000004,0,0,0
89,F,0.064,0,0,0
34,M,0.036000000000000004,0,0,1
62,M,0.132,0,0,0
81,M,0.04,1,1,1
75,F,0.044000000000000004,0,0,0
42,F,0.040999999999999995,0,0,0
46,M,0.035,1,0,1
32,M,0.099,1,0,0
21,F,0.0,0,0,0
30,F,0.027000000000000003,0,0,0
74,M,0.049,0,0,1
24,F,0.062,0,0,0
21,F,0.027999999999999997,0,0,0
58,M,0.133,0,0,0
71,F,0.034,0,0,0
73,M,0.022000000000000002,0,0,1
36,F,0.0,1,0,0
76,F,0.0,0,0,0
45,M,0.059000000000000004,1,1,1
41,F,0.027000000000000003,0,0,0
38,F,0.040999999999999995,0,0,0
33,F,0.03,1,1,0
70,F,0.031,1,0,0
21,M,0.006999999999999999,1,0,1
49,M,0.11199999999999999,0,0,0
46,F,0.017,0,0,0
28,F,0.024,1,0,0
89,M,0.141,0,0,0
65,M,0.10099999999999999,1,0,0
62,M,0.038,0,0,1
51,M,0.0,0,0,1
51,F,0.077,0,0,0
74,M,0.052000000000000005,1,0,1
48,F,0.0,1,0,0
82,F,0.019,1,1,0
22,F,0.08,0,0,0
26,M,0.0,0,0,1
34,F,0.002,0,0,0
33,M,0.048,1,0,1
29,F,0.017,0,0,0
80,F,0.016,0,0,0
72,F,0.013000000000000001,1,0,0
21,M,0.08199999999999999,1,1,0
90,M,0.026000000000000002,1,1,1
66,M,0.057999999999999996,0,0,1
81,F,0.039,0,0,0
91,M,0.01,0,0,1
86,M,0.096,0,0,0
69,F,0.0,1,0,0
88,M,0.095,1,1,0
67,F,0.0,0,0,0
16,F,0.013999999999999999,0,0,0
66,F,0.11,1,0,0
66,F,0.083,1,0,0
47,F,0.033,1,0,0
17,F,0.0,1,1,0
17,F,0.0,0,0,0
90,F,0.11199999999999999,1,0,0
89,F,0.06,0,0,0
53,F,0.068,0,0,0
15,F,0.0,1,1,0
76,M,0.0,0,0,1
43,M,0.05,0,0,1
38,F,0.051,1,0,0
49,F,0.10800000000000001,1,0,0
29,F,0.0,0,0,0
45,F,0.021,1,1,0
26,M,0.049,1,0,1
69,M,0.078,0,0,1
17,M,0.015,0,0,1
38,M,0.066,0,0,1
29,F,0.0,0,0,0
78,F,0.034,0,0,0
46,M,0.0,0,0,1
59,F,0.045,0,0,0
67,M,0.0,0,0,1
23,M,0.075,0,0,1
78,M,0.043,1,0,1
35,F,0.0,0,0,0
53,M,0.061,0,0,1
38,M,0.024,1,1,1
49,F,0.017,1,0,0
68,M,0.013000000000000001,1,1,1
77,F,0.096,0,0,0
56,M,0.046,0,0,1
73,F,0.0,1,0,0
51,M,0.08900000000000001,1,0,0
46,F,0.04,0,0,0
48,M,0.075,1,1,1
25,M,0.044000000000000004,0,0,1
30,M,0.051,1,0,1
42,F,0.032,1,1,0
56,F,0.027999999999999997,0,0,0
84,M,0.022000000000000002,1,0,1
31,M,0.0,1,0,1
21,M,0.076,1,1,1
89,F,0.026000000000000002,0,0,0
57,F,0.055,1,1,0
65,M,0.038,0,0,1
76,F,0.068,1,1,0
84,M,0.03,0,0,1
44,F,0.0,0,0,0
48,M,0.015,1,0,1
23,F,0.023,0,0,0
25,F,0.084,1,1,0
32,F,0.026000000000000002,1,1,0
45,M,0.15,0,0,0
18,F,0.024,0,0,0
22,F,0.022000000000000002,1,0,0
34,F,0.0,1,0,0
50,M,0.059000000000000004,0,0,1
91,M,0.019,0,0,1
80,M,0.031,0,0,1
73,M,0.064,1,1,1
18,M,0.099,0,0,0
82,M,0.08900000000000001,1,0,0
68,F,0.001,0,0,0
53,F,0.006,1,0,0
67,M,0.0,0,0,1
19,F,0.102,1,0,0
19,F,0.0,1,0,0
76,F,0.07,0,0,0
18,M,0.044000000000000004,1,1,1
22,F,0.071,0,0,0
30,F,0.139,0,0,0
84,F,0.0,0,0,0
46,M,0.067,0,0,1
83,F,0.066,0,0,0
34,M,0.042,1,1,1
41,F,0.05,1,1,0
60,F,0.003,1,1,0
39,F,0.001,0,0,0
39,M,0.10300000000000001,0,0,0
52,F,0.075,1,1,0
51,M,0.077,0,0,1
70,M,0.079,0,0,1
22,F,0.023,0,0,0
45,M,0.037000000000000005,1,1,1
36,M,0.08900000000000001,0,0,0
27,M,0.061,1,0,1
24,F,0.077,0,0,0
29,M,0.106,0,0,0
91,F,0.035,0,0,0
38,M,0.049,1,0,1
29,M,0.092,1,1,0
58,M,0.0,0,0,1
59,F,0.055,1,1,0
54,M,0.012,0,0,1
65,M,0.062,1,0,1
57,F,0.09699999999999999,0,0,0
91,M,0.011000000000000001,0,0,1
48,F,0.064,1,0,0
81,F,0.028999999999999998,1,1,0
22,M,0.061,0,0,1
51,M,0.091,0,0,0
72,M,0.11199999999999999,1,0,0
37,M,0.016,1,0,1
18,F,0.052000000000000005,0,0,0
57,M,0.057,0,0,1
32,M,0.08,0,0,0
42,F,0.061,0,0,0
20,M,0.05,1,0,1
70,M,0.0,0,0,1
45,M,-0.0,1,1,1
76,F,0.084,1,0,0
88,F,0.043,0,0,0
76,F,0.053,1,1,0
50,F,0.003,0,0,0
79,F,0.054000000000000006,0,0,0
91,F,0.091,1,1,0
62,F,0.129,1,1,0
72,F,0.036000000000000004,0,0,0
86,F,0.0,0,0,0
60,M,0.077,0,0,1
65,F,0.017,0,0,0
67,M,0.031,0,0,1
42,M,0.063,1,1,1
78,F,0.091,1,1,0
36,F,0.027000000000000003,1,1,0
60,M,0.054000000000000006,1,1,1
18,F,0.026000000000000002,0,0,0
54,F,0.0,1,1,0
65,M,0.059000000000000004,1,0,1
34,M,0.045,0,0,1
31,F,0.0,0,0,0
42,F,0.017,1,0,0
69,M,0.049,1,1,1
59,M,0.0,1,1,1
48,M,0.094,0,0,0
86,M,0.09,1,0,0
44,F,0.073,1,1,0
57,M,0.086,1,0,0
90,F,0.07200000000000001,1,1,0
30,M,0.066,0,0,1
28,M,0.013000000000000001,1,0,1
84,F,0.049,1,0,0
73,F,0.022000000000000002,1,0,0
89,M,0.078,0,0,1
41,F,0.11900000000000001,1,0,0
90,F,0.016,0,0,0
24,F,0.021,0,0,0
20,M,0.035,1,0,1
27,F,0.064,1,0,0
61,M,0.096,0,0,0
56,F,0.111,0,0,0
62,M,0.044000000000000004,1,1,1
89,F,0.036000000000000004,0,0,0
16,M,0.127,1,0,0
28,F,0.066,0,0,0
84,F,0.013000000000000001,1,0,0
38,F,0.034,1,1,0
66,F,0.0,1,1,0
69,F,0.1,1,0,0
46,M,0.019,1,0,1
23,F,0.15,1,0,0
53,F,0.126,0,0,0
67,M,0.028999999999999998,1,1,1
57,F,0.035,1,1,0
80,M,0.086,0,0,0
47,F,0.03,1,1,0
85,M,0.032,1,0,1
71,M,0.109,1,1,0
15,F,0.042,1,0,0
28,M,0.043,1,0,1
30,M,0.021,1,0,1
57,F,0.087,0,0,0
80,F,0.111,0,0,0
18,M,0.031,1,1,1
36,M,0.069,1,1,1
78,M,0.053,0,0,1
29,M,0.035,0,0,1
28,M,0.073,0,0,1
24,M,0.126,1,0,0
49,M,0.025,0,0,1
40,F,0.085,1,1,0
50,F,0.032,1,1,0
71,F,0.034,1,1,0
83,M,0.08900000000000001,0,0,0
47,M,0.043,0,0,1
42,F,0.0,0,0,0
43,M,0.07,1,0,1
75,F,0.035,1,1,0
79,M,0.051,1,1,1
39,M,0.042,0,0,1
21,F,0.0,1,0,0
25,F,0.09,1,0,0
73,F,0.005,0,0,0
81,M,0.017,0,0,1
15,F,0.0,0,0,0
59,M,0.04,0,0,1
88,M,0.12300000000000001,0,0,0
35,F,0.064,0,0,0
81,M,0.063,0,0,1
75,F,0.008,0,0,0
58,F,0.099,0,0,0
72,M,0.08800000000000001,0,0,0
74,M,0.087,0,0,0
71,M,0.025,1,1,1
41,F,0.032,0,0,0
17,F,0.064,1,1,0
71,F,0.037000000000000005,0,0,0
43,F,0.054000000000000006,0,0,0
90,F,0.028999999999999998,1,0,0
81,M,0.023,1,0,1
60,F,0.052000000000000005,0,0,0
70,M,0.009000000000000001,0,0,1
57,M,0.045,1,0,1
52,F,0.05,0,0,0
72,M,0.011000000000000001,1,1,1
48,F,0.11599999999999999,1,1,0
29,F,0.078,1,1,0
23,F,0.032,0,0,0
50,F,0.042,1,1,0
20,M,0.011000000000000001,0,0,1
59,F,0.025,0,0,0
64,M,0.08,1,0,0
69,F,0.096,1,0,0
77,F,0.0,1,1,0
76,M,0.003,0,0,1
60,M,0.034,0,0,1
59,M,0.0,1,1,1
33,M,0.08199999999999999,0,0,0
18,M,0.147,0,0,0
43,F,0.057999999999999996,1,1,0
68,M,0.037000000000000005,0,0,1
68,F,0.027000000000000003,1,1,0
75,M,0.073,0,0,1
78,F,0.034,0,0,0
76,F,0.0,0,0,0
46,F,0.086,1,0,0
82,F,0.003,0,0,0
75,F,0.016,0,0,0
69,F,0.0,0,0,0
46,M,0.135,1,0,0
78,M,0.024,1,1,1
56,M,0.061,1,1,1
78,F,0.042,1,0,0
53,M,0.025,1,1,1
69,F,0.0,1,1,0
22,F,0.096,0,0,0
31,F,0.011000000000000001,0,0,0
87,M,0.096,0,0,0
84,F,0.025,0,0,0
51,F,0.0,0,0,0
22,F,0.051,1,1,0
31,F,0.095,0,0,0
90,M,0.081,0,0,0
38,M,0.07200000000000001,1,1,1
43,F,0.067,0,0,0
67,F,0.0,0,0,0
88,F,0.015,1,0,0
90,F,0.038,0,0,0
90,M,0.011000000000000001,0,0,1
53,M,0.07200000000000001,1,1,1
35,M,0.035,1,0,1
27,M,0.02,1,0,1
75,M,0.059000000000000004,0,0,1
55,F,0.0,0,0,0
32,M,0.11900000000000001,1,0,0
85,F,0.052000000000000005,0,0,0
32,F,0.078,1,0,0
43,F,0.005,0,0,0
26,F,0.028999999999999998,0,0,0
83,F,0.004,1,1,0
88,F,0.084,0,0,0
53,M,0.121,0,0,0
35,F,0.055999999999999994,1,0,0
78,F,0.055,0,0,0
51,M,0.109,0,0,0
53,F,0.031,0,0,0
86,F,0.0,1,0,0
79,F,0.057999999999999996,0,0,0
73,F,0.05,0,0,0
24,M,0.062,1,0,1
91,M,0.025,0,0,1
48,F,0.036000000000000004,0,0,0
89,M,0.084,0,0,0
40,F,0.044000000000000004,0,0,0
65,F,0.027999999999999997,0,0,0
45,M,0.064,1,0,1
34,F,-0.0,1,1,0
60,F,0.040999999999999995,0,0,0
87,M,0.04,0,0,1
67,F,0.021,1,1,0
55,M,0.08,0,0,0
78,F,0.035,0,0,0
32,M,0.033,0,0,1
62,M,0.081,0,0,0
59,M,0.008,1,0,1
42,F,0.1,0,0,0
59,F,0.08800000000000001,0,0,0
57,M,0.012,0,0,1
15,M,0.037000000000000005,0,0,1
54,F,0.035,1,0,0
62,F,0.049,0,0,0
89,M,0.078,0,0,1
45,M,0.098,0,0,0
64,F,0.063,0,0,0
52,M,0.09699999999999999,0,0,0
57,M,0.08199999999999999,1,0,0
80,M,0.0,0,0,1
63,M,0.15,0,0,0
91,F,0.0,0,0,0
70,M,0.095,0,0,0
71,F,0.01,0,0,0
80,M,0.022000000000000002,0,0,1
82,F,0.094,0,0,0
24,F,0.03,1,0,0
71,M,0.055,0,0,1
74,M,0.086,1,0,0
27,F,0.057,0,0,0
41,M,0.065,1,0,1
87,M,0.044000000000000004,0,0,1
65,F,0.0,0,0,0
87,F,0.0,0,0,0
37,M,0.054000000000000006,0,0,1
74,M,0.083,0,0,0
35,M,0.076,0,0,1
80,M,0.016,0,0,1
60,M,0.10400000000000001,0,0,0
46,M,0.024,0,0,1
79,F,0.055,1,0,0
45,M,0.0,0,0,1
52,F,0.008,0,0,0
49,M,0.044000000000000004,1,1,1
78,M,0.057,0,0,1
80,F,0.039,0,0,0
25,F,0.069,1,0,0
24,F,0.0,1,0,0
55,F,0.001,0,0,0
35,M,0.0,0,0,1
37,F,0.024,1,0,0
56,F,0.04,0,0,0
60,F,0.106,1,0,0
